Date,portfolio
2011-01-03,0.0232077760962082
2011-01-04,-0.01599794478314489
2011-01-05,0.017504836501108557
2011-01-06,-0.010746146042335602
2011-01-07,-0.019694859102250703
2011-01-10,0.0047667121778684615
2011-01-11,0.006797013600328426
2011-01-12,0.011609592392986874
2011-01-13,-0.008346458262946744
2011-01-14,0.02688319031821974
2011-01-18,-0.0017408731996719415
2011-01-19,-0.027124315064913935
2011-01-20,-0.002327068271813451
2011-01-21,-0.0008245999760664703
2011-01-24,0.002189566472946476
2011-01-25,0.007285835596817859
2011-01-26,0.004120979323573935
2011-01-27,0.0015653711581986223
2011-01-28,-0.023754981066154524
2011-01-31,0.00011140258423845543
2011-02-01,0.021425049048894602
2011-02-02,-0.007678888101886744
2011-02-03,0.0014068786316921624
2011-02-04,-0.002120590549350499
2011-02-07,0.010907186197141424
2011-02-08,0.002070800859210797
2011-02-09,-0.00637319964006034
2011-02-10,-0.002101953634092567
2011-02-11,0.019855298601521503
2011-02-14,-0.0005957327925757755
2011-02-15,-0.006670607558525947
2011-02-16,0.00869234744467996
2011-02-17,-0.002087604355798075
2011-02-18,0.004752694779429464
2011-02-22,-0.02386737377074686
2011-02-23,-0.010972601830371756
2011-02-24,-0.0002923422375900505
2011-02-25,0.023377912596823407
2011-02-28,-0.0016418990329521938
2011-03-01,-0.015040264413535596
2011-03-02,-0.0041907090393041605
2011-03-03,0.01871634019127783
2011-03-04,-0.010688133240687637
2011-03-07,-0.013674190240005338
2011-03-08,0.02348789036010973
2011-03-09,-0.0020491648905473373
2011-03-10,-0.02419478207415544
2011-03-11,-0.0023352123104916868
2011-03-14,-0.013510424017220048
2011-03-15,-0.0042278220227022255
2011-03-16,-0.010681521460454303
2011-03-17,0.013082358692075953
2011-03-18,0.01574584168456431
2011-03-21,0.01610041482757711
2011-03-22,-0.004873498839172401
2011-03-23,-0.003603459906480027
2011-03-24,0.00185512169471273
2011-03-25,0.00400116124707356
2011-03-28,-0.004677977533057386
2011-03-29,0.0044195099395253875
2011-03-30,0.011416713437458658
2011-03-31,0.00407561818685983
2011-04-01,0.00766224845830745
2011-04-04,0.001012024738889993
2011-04-05,-0.0012715570454146987
2011-04-06,0.012678628637473434
2011-04-07,-0.004687855620934215
2011-04-08,-0.01243815948645474
2011-04-11,-0.0031044096120798215
2011-04-12,-0.006508848602166175
2011-04-13,-0.012805234710163775
2011-04-14,0.0018338478278733016
2011-04-15,0.007464726571994456
2011-04-18,-0.014267343768273327
2011-04-19,-0.004177593584306707
2011-04-20,0.005103730103282314
2011-04-21,0.00048526080707130253
2011-04-25,0.0009192283572126883
2011-04-26,0.01986978359359238
2011-04-27,0.005269651461224197
2011-04-28,0.002167262660110618
2011-04-29,-0.003748378968926212
2011-05-02,-0.008799656722434209
2011-05-03,0.00029307454632416044
2011-05-04,-0.010954673716538757
2011-05-05,-0.008524876561796233
2011-05-06,-0.00019427834325229512
2011-05-09,0.00020621968873720087
2011-05-10,0.013716639019025617
2011-05-11,-0.014085807707316995
2011-05-12,0.006702596698266108
2011-05-13,-0.017195885356887073
2011-05-16,-0.0077645020989841485
2011-05-17,0.007239718374967239
2011-05-18,0.0066113901219077694
2011-05-19,-0.0009442524962834133
2011-05-20,-0.01234830111796752
2011-05-23,-0.015704526218414415
2011-05-24,-0.0037097740014522063
2011-05-25,0.0018535051974758498
2011-05-26,0.0061380825569671464
2011-05-27,0.007721563574847894
2011-05-31,0.015075326568310444
2011-06-01,-0.03984195303540903
2011-06-02,0.0015864218627389222
2011-06-03,-0.012288342667685801
2011-06-06,-0.007455400190171134
2011-06-07,-0.00010521869487915994
2011-06-08,-0.0009808590238715841
2011-06-09,0.002202051206410358
2011-06-10,-0.01111156064598887
2011-06-13,0.00677364574207874
2011-06-14,0.015613077874970611
2011-06-15,-0.014489827970878647
2011-06-16,0.010763006511555713
2011-06-17,0.010308217239407398
2011-06-20,0.0038889384722838203
2011-06-21,0.01036427907612324
2011-06-22,-0.012842442145388136
2011-06-23,-0.008674262569639987
2011-06-24,-0.00703914787200073
2011-06-27,0.011069029036084886
2011-06-28,0.0054935868708814554
2011-06-29,0.008801814182917528
2011-06-30,0.006638443812707041
2011-07-01,0.01492415111166818
2011-07-05,-0.007114554188589141
2011-07-06,0.0055710853847006185
2011-07-07,0.013622933328958732
2011-07-08,-0.011650428966919998
2011-07-11,-0.019036941277953853
2011-07-12,0.004778149862450579
2011-07-13,0.011485781483079696
2011-07-14,-0.01534523693154957
2011-07-15,-0.001408849282472414
2011-07-18,-0.014249507867777131
2011-07-19,0.01958919919169164
2011-07-20,0.005641287555283152
2011-07-21,0.02046816430647478
2011-07-22,-0.005187445043222952
2011-07-25,-0.010086117876341097
2011-07-26,-0.0049247695478739405
2011-07-27,-0.022118523783196033
2011-07-28,0.0004887184202413985
2011-07-29,0.004189648788691119
2011-08-01,0.004565996272958289
2011-08-02,-0.018505084417076063
2011-08-03,0.01501294818288895
2011-08-04,-0.04359874860963701
2011-08-05,-0.014162565980795324
2011-08-08,-0.08909039984882208
2011-08-09,0.06558187353270244
2011-08-10,-0.07779927623264536
2011-08-11,0.05042836309658458
2011-08-12,-0.020014600238466643
2011-08-15,0.03186690135567035
2011-08-16,-0.02107397577076545
2011-08-17,0.007413400955431702
2011-08-18,-0.050237986038860975
2011-08-19,-0.019404144492663766
2011-08-22,-0.0011096237456371808
2011-08-23,0.04693857849163332
2011-08-24,0.020558382395323295
2011-08-25,-0.027337456009408036
2011-08-26,0.015076980978747353
2011-08-29,0.05148000557974149
2011-08-30,-0.007816089099126304
2011-08-31,0.002074887834293725
2011-09-01,-0.03498474470363941
2011-09-02,-0.03713115458882704
2011-09-06,-0.003679908978267847
2011-09-07,0.050787670042614426
2011-09-08,-0.03222133710756359
2011-09-09,-0.031377033738844685
2011-09-12,0.01706378451895492
2011-09-13,0.017322184393783482
2011-09-14,0.01877645213876418
2011-09-15,0.017148818614445286
2011-09-16,-0.0008937228510905467
2011-09-19,-0.03058459122685752
2011-09-20,-0.015797086082849892
2011-09-21,-0.051195370182158584
2011-09-22,-0.010972294565563336
2011-09-23,0.010579071981871083
2011-09-26,0.03601982481805027
2011-09-27,0.009481954371586776
2011-09-28,-0.04311572560636309
2011-09-29,0.044069179101837705
2011-09-30,-0.02720370593720051
2011-10-03,-0.043684298037888404
2011-10-04,0.07897603446577121
2011-10-05,0.010932870207472327
2011-10-06,0.025812027972672166
2011-10-07,-0.040486195770419654
2011-10-10,0.05001094580875574
2011-10-11,0.009297396861256151
2011-10-12,0.024966963861973182
2011-10-13,-0.01697368319561608
2011-10-14,0.009134510656095163
2011-10-17,-0.0415087013145003
2011-10-18,0.056174713327421716
2011-10-19,-0.013076321996703376
2011-10-20,0.012411594617536829
2011-10-21,0.02252803365105337
2011-10-24,0.023970587738090125
2011-10-25,-0.040065710852575674
2011-10-26,0.02752514016166266
2011-10-27,0.05949005598243006
2011-10-28,-0.011716231906502278
2011-10-31,-0.028650374371829337
2011-11-01,-0.049009498302575005
2011-11-02,0.037935295526369636
2011-11-03,0.024292059282425293
2011-11-04,-0.0139104910551791
2011-11-07,0.007089826163845315
2011-11-08,0.019657922929264507
2011-11-09,-0.05456328988542856
2011-11-10,0.015784105436042067
2011-11-11,0.02189993066038531
2011-11-14,-0.023018744525520822
2011-11-15,0.01754596689752971
2011-11-16,-0.018491598059780737
2011-11-17,-0.006240641554215671
2011-11-18,0.010654161288672326
2011-11-21,-0.026657219735905194
2011-11-22,-0.006350077848633921
2011-11-23,-0.03441655640466721
2011-11-25,-0.0034697685935274735
2011-11-28,0.03420825672017376
2011-11-29,-0.005867713008242879
2011-11-30,0.07517476669189353
2011-12-01,-0.016917524960244405
2011-12-02,0.015824331023626098
2011-12-05,0.01945651795234058
2011-12-06,-0.0037954839446339493
2011-12-07,0.0077451770799597695
2011-12-08,-0.03803078283714376
2011-12-09,0.031933875228081506
2011-12-12,-0.01787487245211682
2011-12-13,-0.018191034715497992
2011-12-14,0.0031448183340602484
2011-12-15,0.01431132378476898
2011-12-16,0.0034620693818836674
2011-12-19,-0.02344290185117049
2011-12-20,0.042000321753254966
2011-12-21,0.00833600025176415
2011-12-22,0.015117407319712057
2011-12-23,-0.0022913606158047996
2011-12-27,0.0015974670425713965
2011-12-28,-0.018030303274395084
2011-12-29,0.018547387226467472
2011-12-30,-0.010272939931394843
2012-01-03,0.0287940548800929
2012-01-04,0.0023273624261454344
2012-01-05,0.013234792624543213
2012-01-06,-0.004684680423206521
2012-01-09,0.010301192671881489
2012-01-10,0.011745040556978479
2012-01-11,0.0016611833553328566
2012-01-12,0.003983240784180716
2012-01-13,-0.007923288332307574
2012-01-17,-0.004431149897052696
2012-01-18,0.013941550904117033
2012-01-19,-0.003081951727885613
2012-01-20,0.014225143410329943
2012-01-23,-0.002410929817645977
2012-01-24,0.0017828070878817234
2012-01-25,0.004402768869702993
2012-01-26,-0.018256981304778194
2012-01-27,0.005734684607116917
2012-01-30,-0.002591622590371541
2012-01-31,0.0009705206622771428
2012-02-01,0.019594505363742572
2012-02-02,0.006538942236768188
2012-02-03,0.02482526787656946
2012-02-06,-0.009970518930562474
2012-02-07,-0.0018743040457489984
2012-02-08,0.004800459744646682
2012-02-09,-0.0062995515566688755
2012-02-10,-0.015615158159082288
2012-02-13,0.013692643801691029
2012-02-14,-0.009008310726192974
2012-02-15,-0.006713140699965498
2012-02-16,0.023659147667454895
2012-02-17,0.001682042027103184
2012-02-21,-0.007684675528576203
2012-02-22,-0.020299301361307497
2012-02-23,0.022169924701908005
2012-02-24,-0.010875657344099732
2012-02-27,0.0053582223169294264
2012-02-28,-0.003490498093987911
2012-02-29,-0.009104809322405661
2012-03-01,0.0034429203306530053
2012-03-02,-0.018620242888312752
2012-03-05,0.006072733715878585
2012-03-06,-0.02408208914880335
2012-03-07,0.01384133415430882
2012-03-08,0.013621351148140446
2012-03-09,0.015223674850935846
2012-03-12,0.0003954814066411391
2012-03-13,0.03773407002410503
2012-03-14,-0.004385684331519137
2012-03-15,0.015485581731457448
2012-03-16,0.0010986375116284865
2012-03-19,0.01229754670057775
2012-03-20,-0.006008560982688121
2012-03-21,-0.003231857012256612
2012-03-22,-0.0160139393169312
2012-03-23,0.011272742115649556
2012-03-26,0.017614786280691724
2012-03-27,-0.011094966229767045
2012-03-28,0.00706578253286005
2012-03-29,-0.00779830120312222
2012-03-30,-0.0069520684713998615
2012-04-02,0.010826177342444432
2012-04-03,-0.007171430614868334
2012-04-04,-0.02058798336749146
2012-04-05,-0.0032515929340067255
2012-04-09,-0.020656402074087105
2012-04-10,-0.018050427116956397
2012-04-11,0.02238997443830643
2012-04-12,0.013333756355691602
2012-04-13,-0.030326511986652014
2012-04-16,0.014074315987533436
2012-04-17,0.020854236024269703
2012-04-18,-0.014450760870858923
2012-04-19,-0.0037746916642416484
2012-04-20,0.011943130118114355
2012-04-23,-0.015447963342068547
2012-04-24,0.018009585512216025
2012-04-25,0.011467745898928572
2012-04-26,0.0017900476182315676
2012-04-27,0.008354990304324955
2012-04-30,-0.012034882289421577
2012-05-01,-0.0006094517102064028
2012-05-02,0.00022358803823481943
2012-05-03,-0.006734855580708024
2012-05-04,-0.013941027353429588
2012-05-07,0.008585021523149678
2012-05-08,0.0031060891710332334
2012-05-09,-0.0037620829939723345
2012-05-10,0.016507762055752228
2012-05-11,-0.011721359059062337
2012-05-14,-0.0158393610866965
2012-05-15,-0.0013084577576283887
